,행정동명,일자,강수량,침수여부,펌프장최소거리,우수저류장최소거리,경사도(합계),경사도(평균),경사도(최소값),경사도(최대값),경사도(최대-최소),고도(평균값),고도(최소값),고도(최대값),고도(최대-최소)
116,봉암동,2016-10-05,78.4,0,9378.799647488086,13102.78006842348,9840.334158,12.34671789,0.00842536241,37.72087097,37.71244561,87.73101113,0.0,303.2374268,303.2374268
117,봉암동,2019-10-02,73.3,0,9378.799647488086,13102.78006842348,9840.334158,12.34671789,0.00842536241,37.72087097,37.71244561,87.73101113,0.0,303.2374268,303.2374268
118,봉암동,2019-10-03,0.0,0,9378.799647488086,13102.78006842348,9840.334158,12.34671789,0.00842536241,37.72087097,37.71244561,87.73101113,0.0,303.2374268,303.2374268
119,북면,2012-09-17,26.0,1,11819.627342175814,,101057.0468,11.07595866,0.00822186004,41.51128006,41.5030582,94.18144691,0.446582824,616.6000366,616.1534538
120,북면,2012-09-18,0.0,1,11819.627342175814,,101057.0468,11.07595866,0.00822186004,41.51128006,41.5030582,94.18144691,0.446582824,616.6000366,616.1534538
121,북면,2012-09-19,0.0,0,11819.627342175814,,101057.0468,11.07595866,0.00822186004,41.51128006,41.5030582,94.18144691,0.446582824,616.6000366,616.1534538
122,북면,2014-08-25,52.0,1,11819.627342175814,,101057.0468,11.07595866,0.00822186004,41.51128006,41.5030582,94.18144691,0.446582824,616.6000366,616.1534538
123,북면,2016-10-05,36.8,0,11819.627342175814,15170.511411264766,101057.0468,11.07595866,0.00822186004,41.51128006,41.5030582,94.18144691,0.446582824,616.6000366,616.1534538
124,북면,2019-10-02,53.0,0,11819.627342175814,15170.511411264766,101057.0468,11.07595866,0.00822186004,41.51128006,41.5030582,94.18144691,0.446582824,616.6000366,616.1534538
125,북면,2019-10-03,0.0,0,11819.627342175814,15170.511411264766,101057.0468,11.07595866,0.00822186004,41.51128006,41.5030582,94.18144691,0.446582824,616.6000366,616.1534538
126,사파동,2012-09-17,35.0,0,17370.90451776455,,14607.27971,14.49134891,0.877562106,38.78961182,37.91204971,209.1953431,28.19293976,627.4434204,599.2504807
127,사파동,2012-09-18,0.0,0,17370.90451776455,,14607.27971,14.49134891,0.877562106,38.78961182,37.91204971,209.1953431,28.19293976,627.4434204,599.2504807
128,사파동,2012-09-19,0.0,0,17370.90451776455,,14607.27971,14.49134891,0.877562106,38.78961182,37.91204971,209.1953431,28.19293976,627.4434204,599.2504807
129,사파동,2014-08-25,68.0,0,17370.90451776455,,14607.27971,14.49134891,0.877562106,38.78961182,37.91204971,209.1953431,28.19293976,627.4434204,599.2504807
130,사파동,2016-10-05,94.9,0,17370.90451776455,20631.568880941937,14607.27971,14.49134891,0.877562106,38.78961182,37.91204971,209.1953431,28.19293976,627.4434204,599.2504807
131,사파동,2019-10-02,46.0,0,17370.90451776455,20631.568880941937,14607.27971,14.49134891,0.877562106,38.78961182,37.91204971,209.1953431,28.19293976,627.4434204,599.2504807
132,사파동,2019-10-03,0.0,0,17370.90451776455,20631.568880941937,14607.27971,14.49134891,0.877562106,38.78961182,37.91204971,209.1953431,28.19293976,627.4434204,599.2504807
133,산호동,2012-09-17,23.0,0,6499.468560511247,,306.6177618,2.71343152,0.108492047,14.46318531,14.35469326,11.18751355,0.358156651,62.65886688,62.30071023
134,산호동,2012-09-18,0.0,0,6499.468560511247,,306.6177618,2.71343152,0.108492047,14.46318531,14.35469326,11.18751355,0.358156651,62.65886688,62.30071023
135,산호동,2012-09-19,0.0,0,6499.468560511247,,306.6177618,2.71343152,0.108492047,14.46318531,14.35469326,11.18751355,0.358156651,62.65886688,62.30071023
136,산호동,2014-08-25,77.0,0,6499.468560511247,,306.6177618,2.71343152,0.108492047,14.46318531,14.35469326,11.18751355,0.358156651,62.65886688,62.30071023
137,산호동,2016-10-05,78.4,0,6499.468560511247,10201.542056123091,306.6177618,2.71343152,0.108492047,14.46318531,14.35469326,11.18751355,0.358156651,62.65886688,62.30071023
